,original_text,filtered_text,NBD_tag
4330,2 teaspoons double-acting baking powder,doubleacting baking powder,"""18370"""
4331,1 1/2 teaspoons baking soda,baking soda,"""18372"""
4332,3 tablespoons sugar,sugar,"""19335"""
4333,2 cups blueberries picked over,blueberries picked over,"""09050"""
4334,Blueberry Syrup recipe follows,blueberry syrup follows,"""09352"""
4335,6 cups blueberries picked over,blueberries picked over,"""09050"""
4336,3 cups sugar,sugar,"""19335"""
4338,1/8 cup fresh lemon juice,fresh lemon juice,"""09152"""
4339,Substitute 2 cups diced apples for blueberries,substitute diced apples for blueberries,"""09503"""
4340,4 large Granny Smith or Golden Delicious apples peeled cored and sliced,granny smith or golden delicious apples peeled cored and sliced,"""09502"""
4341,2 tablespoons unsalted butter,unsalted butter,"""01145"""
4342,3 tablespoons sugar,sugar,"""19335"""
4343,1/2 teaspoon cinnamon,cinnamon,"""02010"""
4344,Fresh lemon juice,fresh lemon juice,"""09152"""
4346,1 1/3 cups coarsely chopped mangoes,coarsely chopped mangoes,"""09176"""
4347,1 cup chopped sweet peppers,chopped sweet peppers,"""11333"""
4348,1/3 cup thinly sliced green onions,thinly sliced green onions,"""11291"""
4349,1/4 cup fresh Key lime juice (from about 2 Key limes),fresh key lime juice (from key limes),"""09152"""
4350,1 teaspoon chopped fresh cilantro,chopped fresh cilantro,"""11165"""
4351,1 teaspoon minced seeded jalapeno pepper,minced seeded jalapeno pepper,"""11979"""
4352,1 garlic clove minced,garlic clove minced,"""11215"""
4353,Pinch of salt,pinch of salt,"""02047"""
4354,1 tablespoon plus 1 teaspoon olive oil,plus olive oil,"""44005"""
4355,2 teaspoons fresh Key lime juice,fresh key lime juice,"""09152"""
4356,1 garlic clove minced,garlic clove minced,"""11215"""
4357,Four 6-ounce skinless lionfish fillets (fresh hogfish or flounder would work as well),fourounce skinless lionfish fillets (fresh hogfish or flounder would work as well),"""15234"""
4358,Nonstick grill spray for spraying the grill grates,nonstick grill spray for spraying the grill grates,"""04679"""
4359,3/8 teaspoon salt,salt,"""02047"""
4360,3/8 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
4361,1 1/2 tablespoons butter,butter,"""01001"""
4362,1 tablespoon cumin seeds,cumin seeds,"""02014"""
4363,3 cups uncooked basmati rice,uncooked basmati rice,"""20451"""
4364,2 small limes juiced,limes juiced,"""09160"""
4365,6 cups cold water,cold water,"""14411"""
4366,2 teaspoons salt,salt,"""02047"""
4367,1/4 cup vegetable oil,vegetable oil,"""04513"""
4368,1 red onion thinly sliced (about 2 cups),red onion thinly sliced (about cups),"""11282"""
4369,1 red bell pepper diced (about 2 cups),red bell pepper diced (about cups),"""11821"""
4370,2 pounds sweet potatoes quartered and cut into 1/4-inch slices,sweet potatoes quartered and cut intoinch,"""11507"""
4371,1 teaspoon ground cumin,ground cumin,"""02014"""
4372,2 teaspoons salt,salt,"""02047"""
4373,1/2 teaspoon red pepper flakes,red pepper flakes,"""02031"""
4374,1/2 cup green onions chopped,green onions chopped,"""11291"""
4375,1 3/4 cups all-purpose flour,allpurpose flour,"""20581"""
4376,2 large eggs beaten lightly,eggs beaten lightly,"""01123"""
4377,1 tablespoon olive oil,olive oil,"""44005"""
4378,3 cups chicken stock,chicken stock,"""06172"""
4379,3 cups water,water,"""14411"""
4380,1 tablespoon kosher salt plus more for seasoning,kosher salt plus more for seasoning,"""02047"""
4381,1 pound (3 1/4 cups) fregola pasta,( cups) fregola pasta,"""20420"""
4382,1/4 cup plus 3 tablespoons olive oil,plus olive oil,"""44005"""
4383,1 medium onion chopped,onion chopped,"""11282"""
4384,Freshly ground black pepper,freshly ground black pepper,"""02030"""
4385,2 garlic cloves chopped,garlic cloves chopped,"""11215"""
4386,1 cup dry Marsala wine or dry sherry,dry marsala wine or dry sherry,"""14096"""
4387,1 cup (about 6 ounces) grape or cherry tomatoes,(about ounces) grape or cherry tomatoes,"""09132"""
4388,12 little neck clams cleaned,little neck clams cleaned,"""15157"""
4389,12 mussels cleaned,mussels cleaned,"""15164"""
4390,1/2 cup chopped fresh flat-leaf parsley,chopped fresh flatleaf parsley,"""11297"""
4391,1/2 cup fresh basil leaves,fresh basil leaves,"""02044"""
4392,1/2 cup fresh cilantro leaves,fresh cilantro leaves,"""11165"""
4393,3/4 cup coconut milk,coconut milk,"""12117"""
4394,2 tablespoons fish sauce,fish sauce,"""06179"""
4395,2 tablespoons soy sauce,soy sauce,"""16124"""
4396,1/2 teaspoon ground coriander,ground coriander,"""02013"""
4397,1/2 teaspoon ground cumin,ground cumin,"""02014"""
4398,1/2 teaspoon raw sugar,raw sugar,"""19335"""
4399,4 cloves garlic,cloves garlic,"""11215"""
4400,1 green Thai chile,green thai chile,"""11670"""
4401,One 1-inch knob fresh ginger peeled,oneinch knob fresh ginger peeled,"""11216"""
4402,1 stalk lemongrass tough outer layers removed sliced,lemongrass tough outer layers removed sliced,"""11972"""
4403,Juice of 1 lime,juice of lime,"""09160"""
4404,1 shallot halved,shallot halved,"""11677"""
4405,Freshly cracked black pepper,freshly cracked black pepper,"""02030"""
4406,2 tablespoons canola oil,canola oil,"""04582"""
4407,4 cups organic chicken or vegetable stock,organic chicken or vegetable stock,"""05062"""
4409,1 yellow bell pepper seeded and diced,yellow bell pepper seeded and diced,"""11951"""
4410,1 Chinese eggplant diced,chinese eggplant diced,"""11209"""
4411,1 pound buckwheat udon noodles,buckwheat udon noodles,"""20117"""
4412,Salt,salt,"""02047"""
4413,2 cups dry red wine such as cabernet or merlot,dry red wine such as cabernet or merlot,"""14097"""
4414,1/4 cup plus 1 tablespoon sugar,plus sugar,"""19335"""
4415,1 orange juiced (about 1/2 cup),orange juiced (about cup),"""42270"""
4418,2 cloves,cloves,"""02011"""
4419,4 firm ripe pears,firm ripe pears,"""09252"""
4420,3/4 cup sugar substitute (recommended: Splenda),sugar substitute (recommended: splenda),"""19918"""
4421,1/4 cup sugar-free maple syrup,sugarfree maple syrup,"""19353"""
4422,3/4 cup water,water,"""14411"""
4423,2 tablespoons light butter,light butter,"""01145"""
4424,2 tablespoons light butter melted,light butter melted,"""01145"""
4425,1 cup 1 percent milk,percent milk,"""01082"""
4426,2 cups all-purpose flour,allpurpose flour,"""20581"""
4427,Scant 1/2 cup sugar substitute (recommended: Splenda),scant sugar substitute (recommended: splenda),"""19918"""
4428,2 teaspoons baking powder,baking powder,"""18371"""
4429,1 teaspoon ground cinnamon,ground cinnamon,"""02010"""
4430,2 cups unsalted cashews,unsalted cashews,"""12087"""
4431,1 pound semisweet chocolate chopped into 1/4-inch pieces,semisweet chocolate chopped intoinch pieces,"""19080"""
4432,8 ounces shredded dried coconut,shredded dried coconut,"""12179"""
4433,1/2 small red onion thinly sliced,red onion thinly sliced,"""11282"""
4434,3 tablespoons white wine vinegar,white wine vinegar,"""02053"""
4435,Kosher salt,kosher salt,"""02047"""
4436,1 bunch asparagus trimmed and cut into 1-inch pieces,bunch asparagus trimmed and cut intoinch pieces,"""11011"""
4437,1/2 cup buttermilk,buttermilk,"""01230"""
4438,1/2 cup grated Parmesan (about 2 ounces),grated parmesan (about ounces),"""01033"""
4439,3 tablespoons mayonnaise,mayonnaise,"""42138"""
4440,1 small clove garlic finely grated,clove garlic finely grated,"""11215"""
4441,Freshly ground black pepper,freshly ground black pepper,"""02030"""
4442,8 cups baby arugula (about 5 ounces),baby arugula (about ounces),"""11959"""
4443,6 radishes quartered,radishes quartered,"""11429"""
4444,1 cup broccoli or alfalfa sprouts,broccoli or alfalfa sprouts,"""11090"""
4445,2 cups freeze-dried snap peas or green beans,freezedried snap peas or green beans,"""11300"""
4446,4 hard-boiled eggs cut into wedges,hardboiled eggs cut into wedges,"""01123"""
4447,1/2 cup roasted almonds chopped,roasted almonds chopped,"""12061"""
4448,Ice cubes made from 1 cup very strong brewed hazelnut coffee (about 8),ice cubes made from very strong brewed hazelnut coffee (about),"""14180"""
4449,1 cup very cold half-and-half or whole milk,very cold halfandhalf or whole milk,"""01049"""
4450,1/4 cup Chocolate-Toffee Syrup plus more for drizzling recipe follows,chocolatetoffee syrup plus more for drizzling follows,"""14181"""
4452,1/2 cup pure cane sugar,pure cane sugar,"""19335"""
4453,3/4 cup heavy cream warmed,heavy cream warmed,"""01053"""
4454,6 ounces best-quality milk chocolate chopped,bestquality milk chocolate chopped,"""19120"""
4455,Pinch of salt,pinch of salt,"""02047"""
4456,1/2 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
4457,1 cup plus 2 tablespoons fine durum wheat flour or all-purpose flour plus more for dusting,plus fine durum wheat flour or allpurpose flour plus more for dusting,"""20581"""
4458,1 cup semolina flour (pasta flour),semolina flour (pasta flour),"""20581"""
4460,1/2 pound (2 sticks) unsalted butter at room temperature,( sticks) unsalted butter at room temperature,"""01145"""
4461,3/4 cup sugar,sugar,"""19335"""
4462,1 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
4463,2-1/3 cups all-purpose flour,allpurpose flour,"""20581"""
4464,1/2 teaspoon kosher salt,kosher salt,"""02047"""
4465,10 to 12 ounces good raspberry jam such as Hero,to good raspberry jam such as hero,"""19297"""
4466,2/3 cup good granola without dried fruit,good granola without dried fruit,"""25036"""
4467,1/4 cup sliced almonds,sliced almonds,"""12061"""
4468,Confectioners sugar for sprinkling,confectioners sugar for sprinkling,"""19335"""
4469,1 pound skinless boneless chicken breast halves - cubed,skinless boneless chicken breast halves cubed,"""05746"""
4470,1 cup sliced carrots,sliced carrots,"""11124"""
4471,1 cup frozen green peas,frozen green peas,"""11312"""
4472,1/2 cup sliced celery,sliced celery,"""11143"""
4473,1/3 cup butter,butter,"""01001"""
4474,1/3 cup chopped onion,chopped onion,"""11282"""
4475,1/3 cup all-purpose flour,allpurpose flour,"""20581"""
4476,1/2 teaspoon salt,salt,"""02047"""
4477,1/2 teaspoon black pepper,black pepper,"""02030"""
4478,1/2 teaspoon celery seed,celery seed,"""02007"""
4479,1 3/4 cups chicken broth,chicken broth,"""06194"""
4480,2/3 cup milk,milk,"""01077"""
4481,2 (9 inch) unbaked pie crusts,( inch) unbaked pie crusts,"""18948"""
4482,7 cups (or more) low-salt chicken broth,(or more) lowsalt chicken broth,"""06970"""
4483,3 tablespoons butter,butter,"""01001"""
4484,1 1/4 cups finely chopped onion,finely chopped onion,"""11282"""
4485,1 2-pound butternut squash peeled halved seeded cut into 1/2- to 3/4-inch dice (about 3 cups),butternut squash peeled halved seeded cut into toinch dice (about cups),"""11485"""
4486,2 teaspoons chopped fresh rosemary divided,chopped fresh rosemary divided,"""02063"""
4487,2 cups arborio rice (about 13 1/2 ounces),arborio rice (about ounces),"""20053"""
4488,1/2 cup dry white wine,dry white wine,"""14106"""
4489,4 cups (packed) baby spinach leaves (about 4 ounces),(packed) baby spinach leaves (about ounces),"""11457"""
4490,1/2 cup whipping cream,whipping cream,"""01053"""
4491,1/2 cup freshly grated Parmesan cheese,freshly grated parmesan cheese,"""01033"""
4492,1/3 cup crumbled blue cheese (about 1 1/2 ounces),crumbled blue cheese (about ounces),"""01004"""
4493,1/2 green onion minced,green onion minced,"""11291"""
4495,1/2 tablespoon minced fresh ginger root,minced fresh ginger root,"""11216"""
4496,1/2 tablespoon minced jalapeno peppers,minced jalapeno peppers,"""11979"""
4497,1/2 tablespoon lime juice,lime juice,"""09160"""
4498,1/2 tablespoon soy sauce,soy sauce,"""16124"""
4499,1/2 clove garlic minced,clove garlic minced,"""11215"""
4500,1/2 teaspoon ground allspice,ground allspice,"""02001"""
4501,1/2 teaspoon ground cinnamon,ground cinnamon,"""02010"""
4502,1/4 teaspoon ground cloves,ground cloves,"""02011"""
4505,1/2 cup gluten-free oat flour,glutenfree oat flour,"""20132"""
4506,1 cup gluten-free quick-cooking oats,glutenfree quickcooking oats,"""08640"""
4507,2 teaspoons pumpkin pie spice,pumpkin pie spice,"""11426"""
4508,1 teaspoon baking soda,baking soda,"""18372"""
4509,1 teaspoon salt,salt,"""02047"""
4510,1 cup softened unflavored coconut oil or unsalted butter,softened unflavored coconut oil or unsalted butter,"""04047"""
4511,3/4 cup granulated sugar,granulated sugar,"""19335"""
4513,1 large egg at room temperature,egg at room temperature,"""01123"""
4514,1 tablespoon pure vanilla extract,pure vanilla extract,"""02050"""
4515,1 cup canned pure pumpkin puree,canned pure pumpkin puree,"""11424"""
4516,1 cup dried cranberries,dried cranberries,"""09079"""
4517,Gluten-free old-fashioned oats for coating,glutenfree oldfashioned oats for coating,"""08120"""
4518,3 cups (435 grams) white rice flour,( grams) white rice flour,"""20061"""
4520,3/4 cup (123 grams) potato starch,( grams) potato starch,"""11413"""
4522,1 1/2 teaspoons (5 grams) salt,( grams) salt,"""02047"""
4523,Kosher salt,kosher salt,"""02047"""
4524,2 1/2 pounds fresh fava beans in the pods shelled (or 1 1/2 to 2 cups shelled fava beans),fresh fava beans in the pods shelled (or to shelled fava beans),"""11973"""
4525,1 cup small bow-tie pasta or other small pasta,bowtie pasta or other pasta,"""20420"""
4526,3 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
4527,1 clove garlic smashed,clove garlic smashed,"""11215"""
4528,4 sprigs mint plus 1 tablespoon finely chopped mint leaves,mint plus finely chopped mint leaves,"""02064"""
4529,4 sprigs parsley plus 1 tablespoon finely chopped parsley leaves,parsley plus finely chopped parsley leaves,"""11297"""
4530,1 bunch scallions finely chopped,bunch scallions finely chopped,"""11291"""
4531,2 tablespoons unsalted butter,unsalted butter,"""01145"""
4532,Freshly ground pepper,freshly ground pepper,"""02030"""
4533,1 cup cake flour (not self-rising),cake flour (not selfrising),"""20084"""
4534,1/4 cup all-purpose flour,allpurpose flour,"""20581"""
4535,1/2 teaspoon salt,salt,"""02047"""
4536,2 large egg yolks,egg yolks,"""01125"""
4537,1 1/2 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
4538,1/4 cup water,water,"""14411"""
4539,1 cup seedless watermelon diced,seedless watermelon diced,"""09326"""
4540,2 red plums pitted and sliced,red plums pitted and sliced,"""09279"""
4541,1 pint strawberries hulled and quartered,strawberries hulled and quartered,"""09316"""
4542,1 pint blueberries,blueberries,"""09050"""
4543,1 pint blackberries,blackberries,"""09042"""
4544,1 bunch red seedless grapes,bunch red seedless grapes,"""09132"""
4546,1 cup sparkling wine chilled,sparkling wine chilled,"""14106"""
4550,3/4 cup Crisco® All-Vegetable Shortening OR 3/4 stick Crisco® Baking Sticks All-Vegetable Shortening,crisco® allvegetable shortening or crisco® baking sticks allvegetable shortening,"""04615"""
4551,1 cup firmly packed brown sugar,firmly packed brown sugar,"""19334"""
4552,1 large egg lightly beaten,egg lightly beaten,"""01123"""
4553,1/4 cup light molasses,light molasses,"""19304"""
4554,2 1/4 cups Pillsbury BEST® All Purpose Flour,pillsbury best® all purpose flour,"""18014"""
4555,2 teaspoons baking soda,baking soda,"""18372"""
4556,1 teaspoon ground cinnamon,ground cinnamon,"""02010"""
4557,1 teaspoon ground ginger,ground ginger,"""02021"""
4558,1/2 teaspoon ground cloves,ground cloves,"""02011"""
4559,1/4 teaspoon salt,salt,"""02047"""
4560,Granulated sugar for dipping,granulated sugar for dipping,"""19335"""
4561,1 (1/4-oz) package active dry yeast (2 1/4 teaspoons),(oz) package active dry yeast ( teaspoons),"""18375"""
4562,1/4 cup warm water (105–115°F),warm water (–°f),"""14411"""
4563,2 tablespoons plus 1 teaspoon sugar,plus sugar,"""19335"""
4564,6 large eggs,eggs,"""01123"""
4565,1 qt well-shaken buttermilk,wellshaken buttermilk,"""18014"""
4566,1/3 cup vegetable oil plus additional for brushing waffle iron,vegetable oil plus additional for brushing waffle iron,"""04669"""
4567,3 1/4 cups all-purpose flour,allpurpose flour,"""20581"""
4568,1 teaspoon baking powder,baking powder,"""18371"""
4569,1 teaspoon baking soda,baking soda,"""18372"""
4570,1/2 teaspoon salt,salt,"""02047"""
4571,1 1/2 cups pecans (6 oz) toasted  then 1 cup finely chopped and 1/2 cup coarsely chopped,pecans ( oz) toasted then finely chopped and coarsely chopped,"""12142"""
