,index,original_text,filtered_text,NBD_tag
4986,5278,Salt,salt,"""02047"""
4987,5279,Pepper,pepper,"""02030"""
4988,5280,1/4 cup water,water,"""14411"""
4989,5281,1/4 cup light corn syrup,light corn syrup,"""19350"""
4990,5282,3/4 cup sugar,sugar,"""19335"""
4991,5283,2 egg whites,egg whites,"""01124"""
4992,5284,1 tablespoon powdered gelatin,powdered gelatin,"""19177"""
4993,5285,2 tablespoons cold water,cold water,"""14411"""
4994,5286,1/4 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
4995,5287,Hot water if necessary,hot water if necessary,"""14411"""
4996,5288,2 eggs separated,eggs separated,"""01123"""
4997,5289,2 tablespoons sugar,sugar,"""19335"""
4998,5290,1 1/2 cups milk,milk,"""01077"""
4999,5291,1 cup all-purpose flour,allpurpose flour,"""20581"""
5000,5292,2 tablespoons cocoa powder preferably Dutch-processed,cocoa powder preferably dutchprocessed,"""19165"""
5001,5293,2 teaspoons baking powder,baking powder,"""18371"""
5002,5294,1/2 cup salted butter melted,salted butter melted,"""01001"""
5003,5296,1 pound wild Alaskan salmon fillet skin removed,wild alaskan salmon fillet skin removed,"""15238"""
5004,5297,1 cup kosher salt,kosher salt,"""02047"""
5005,5298,1/2 cup sugar,sugar,"""19335"""
5006,5300,1 plum tomato diced,plum tomato diced,"""11529"""
5007,5301,2 scallions sliced thin,scallions sliced thin,"""11291"""
5008,5302,1 lime juiced,lime juiced,"""09160"""
5009,5303,32 ounces white chocolate tempered,white chocolate tempered,"""19087"""
5010,5305,8 ounces cocoa butter melted,cocoa butter melted,"""04501"""
5011,5306,8 ounces bittersweet chocolate tempered,bittersweet chocolate tempered,"""19080"""
5012,5307,1 gallon good quality vanilla ice cream or desired flavor,good quality vanilla ice cream or desired flavor,"""19095"""
5013,5308,2 cups toasted and sweetened coconut flakes,toasted and sweetened coconut flakes,"""12109"""
5014,5309,1 cup caramel sauce for drizzling,caramel sauce for drizzling,"""19364"""
5015,5310,12 chocolate chip cookies,chocolate chip cookies,"""18159"""
5016,5311,1 1/2 pounds rockfish fillet,rockfish fillet,"""15070"""
5017,5312,1/2 pound pike fillet,pike fillet,"""15062"""
5018,5313,1/2 pound flounder fillet,flounder fillet,"""15028"""
5019,5314,8 cups fish stock preferably homemade,fish stock preferably homemade,"""06174"""
5020,5315,3/4 cup matzo meal,matzo meal,"""18217"""
5021,5316,4 large eggs lightly beaten,eggs lightly beaten,"""01123"""
5022,5317,2 tablespoons sugar,sugar,"""19335"""
5023,5318,1 tablespoon chopped fresh thyme leaves,chopped fresh thyme leaves,"""02049"""
5024,5319,2 tablespoons chopped fresh parsley,chopped fresh parsley,"""11297"""
5025,5321,2 1/2 teaspoons salt,salt,"""02047"""
5026,5322,1/8 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
5027,5324,Vegetable stock or water can be used instead of fish stock.,vegetable stock or water be used instead of fish stock,"""06615"""
5028,5325,1 pound fusilli pasta,fusilli pasta,"""20420"""
5029,5326,1/4 cup olive oil,olive oil,"""44005"""
5030,5327,1 garlic clove minced,garlic clove minced,"""11215"""
5031,5328,1 (9-ounce) bag fresh spinach roughly chopped,(ounce) bag fresh spinach roughly chopped,"""11457"""
5032,5329,8 ounces (1/2 pint) cherry tomatoes halved,( pint) cherry tomatoes halved,"""11529"""
5033,5330,1 cup (about 3 1/2-ounces) grated Asiago,(aboutounces) grated asiago,"""01033"""
5034,5331,1/2 cup grated Parmesan,grated parmesan,"""01033"""
5035,5332,1 teaspoon salt,salt,"""02047"""
5036,5333,3/4 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
5037,5334,1 boneless leg of lamb butterflied,boneless leg of lamb butterflied,"""17300"""
5038,5335,2 tbsp garlic minced,garlic minced,"""11215"""
5039,5336,1 cup Dijon mustard,dijon mustard,"""02046"""
5040,5337,1/2 cup honey,honey,"""19296"""
5041,5338,1 cup white wine,white wine,"""14106"""
5042,5339,Black pepper coarsely ground,black pepper coarsely ground,"""02030"""
5043,5340,1/4 cup Italian parsley minced,italian parsley minced,"""11297"""
5044,5341,1 tsp butter,butter,"""01001"""
5045,5342,1 tsp garlic minced,garlic minced,"""11215"""
5046,5343,2-3 medium jalapeno peppers finely minced,jalapeno peppers finely minced,"""11979"""
5047,5344,1 16oz jar seedless raspberry preserves,jar seedless raspberry preserves,"""19297"""
5048,5345,1/4 cup onion finely minced,onion finely minced,"""11282"""
5049,5346,1/2 cup dry white wine,dry white wine,"""14106"""
5050,5348,1 (6-ounce) container fat-free vanilla yogurt,(ounce) container fatfree vanilla yogurt,"""01295"""
5051,5350,1/4 cup chopped mango,chopped mango,"""09176"""
5052,5351,2 tablespoons fat-free whipped topping (from an aerosol canister) or more for optional topping,fatfree whipped topping (from an aerosol canister) or more for optional topping,"""42135"""
5053,5352,1 teaspoon shredded sweetened coconut toasted if desired,shredded sweetened coconut toasted if desired,"""12179"""
5054,5353,4 boneless center-cut pork chops (1/2 inch thick; 5 ounces each),boneless centercut pork chops ( thick; each),"""10164"""
5055,5354,Kosher salt,kosher salt,"""02047"""
5056,5355,3 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
5057,5356,1/2 cup all-purpose flour,allpurpose flour,"""20581"""
5058,5357,1 large shallot finely chopped,shallot finely chopped,"""11677"""
5059,5358,8 fresh sage leaves,fresh sage leaves,"""02038"""
5060,5359,1/2 cup dry white wine,dry white wine,"""14106"""
5061,5360,1 1/4 cups low-sodium chicken broth,lowsodium chicken broth,"""06970"""
5062,5361,5 thin slices prosciutto (about 3 ounces) 1 slice chopped,thin prosciutto (about ounces) slice chopped,"""42128"""
5063,5362,1 cup grated fontina cheese (about 2 ounces),grated fontina cheese (about ounces),"""01020"""
5064,5363,1/4 cup grated parmesan cheese,grated parmesan cheese,"""01033"""
5065,5364,1 10-ounce package frozen peas,package frozen peas,"""11312"""
5066,5365,12 ounces flank steak at room temperature,flank steak at room temperature,"""13970"""
5067,5366,Coarse salt,coarse salt,"""02047"""
5068,5367,4 navel oranges,navel oranges,"""09203"""
5069,5368,1 tablespoon red-wine vinegar,redwine vinegar,"""02068"""
5070,5370,1 teaspoon packed dark brown sugar,packed dark brown sugar,"""19334"""
5071,5371,1/4 cup extra-virgin olive oil,extravirgin olive oil,"""44005"""
5072,5372,4 Confit Duck Legs at room temperature,confit duck legs at room temperature,"""05144"""
5073,5373,8 cups watercress sprigs (from 2 bunches) tough stems discarded,watercress (from bunches) tough stems discarded,"""11591"""
5074,5374,1 cup walnuts Toasted  cooled and coarsely broken,walnuts toasted cooled and coarsely broken,"""12155"""
5075,5375,2 1/2 cups white whole wheat flour,white whole wheat flour,"""20080"""
5076,5376,1/2 cup all-purpose flour,allpurpose flour,"""20581"""
5077,5377,1 tablespoon baking powder,baking powder,"""18371"""
5078,5378,1/2 teaspoon fine salt,fine salt,"""02047"""
5079,5379,3 tablespoons cold unsalted butter cut into small pieces,cold unsalted butter cut into pieces,"""01145"""
5080,5380,1 1/4 cups reduced-fat (2-percent) milk,reducedfat (percent) milk,"""01174"""
5081,5381,3 tablespoons honey plus more for serving,honey plus more for,"""19296"""
5082,5382,1 large egg white,egg white,"""01123"""
5083,5383,1 1/2 teaspoons active dry yeast,active dry yeast,"""18375"""
5084,5384,1/4 teaspoon sugar,sugar,"""19335"""
5085,5385,1 cup warm water (110°F),warm water (°f),"""14411"""
5086,5386,3 cups all-purpose flour sifted,allpurpose flour sifted,"""20581"""
5087,5387,1/4 teaspoon salt,salt,"""02047"""
5088,5388,1/2 cup powdered whole milk,powdered whole milk,"""14312"""
5089,5389,1 egg,egg,"""01123"""
5090,5390,1/2 cup vegetable oil,vegetable oil,"""04513"""
5091,5391,Olive oil for coating the bowl and the pan,olive oil for coating the bowl and the pan,"""44005"""
5092,5393,1/4 cup finely chopped fresh flat-leaf parsley,finely chopped fresh flatleaf parsley,"""11297"""
5093,5394,5 ounces mozzarella cheese shredded on the small holes of a box grater (about 1/2 cup),mozzarella cheese shredded on the holes of a box grater (about cup),"""01026"""
5094,5395,1 tablespoon finely chopped fresh oregano or thyme leaves,finely chopped fresh oregano or thyme leaves,"""02027"""
5095,5396,1/4 cup sesame seeds,sesame seeds,"""12023"""
5096,5398,1/4 cup olive oil plus extra for drizzling,olive oil plus extra for drizzling,"""44005"""
5097,5399,16 (1/2-inch-thick) slices day-old baguette,(inchthick) dayold baguette,"""28288"""
5098,5400,3 cups half-and-half,halfandhalf,"""01049"""
5099,5401,6 large egg yolks,egg yolks,"""01125"""
5100,5402,3/4 cup plus 1 tablespoon sugar,plus sugar,"""19335"""
5101,5403,3 tablespoons instant-espresso powder,instantespresso powder,"""14214"""
5102,5404,3 firm-ripe bananas halved crosswise then halved lengthwise,firmripe bananas halved crosswise then halved lengthwise,"""09040"""
5103,5405,1 1/2 tablespoons unsalted butter,unsalted butter,"""01145"""
5104,5406,1 loaf rosemary focaccia bread thinly sliced,loaf rosemary focaccia bread thinly sliced,"""18973"""
5105,5407,2 tablespoons olive oil,olive oil,"""44005"""
5106,5408,3 red or sweet onions thinly sliced,red or sweet onions thinly sliced,"""11282"""
5107,5409,1/3 cup dry red wine,dry red wine,"""14096"""
5108,5410,1/3 cup red wine vinegar,red wine vinegar,"""02068"""
5109,5411,1/4 cup packed light brown sugar,packed light brown sugar,"""19334"""
5110,5412,1/4 cup honey,honey,"""19296"""
5111,5413,1 (24-ounce) piece beef tenderloin,(ounce) piece beef tenderloin,"""13925"""
5112,5414,2 cups all-purpose flour,allpurpose flour,"""20581"""
5113,5415,1 1/2 teaspoons salt,salt,"""02047"""
5114,5416,1 1/2 sticks (3/4 cup) cold unsalted butter cut into bits,( cup) cold unsalted butter cut into bits,"""01145"""
5115,5417,6 to 7 tablespoons ice water,to ice water,"""14411"""
5116,5418,2 sticks (1 cup) unsalted butter at room temperature,( cup) unsalted butter at room temperature,"""01145"""
5117,5419,2 1/2 cups all-purpose flour (see Cooks Note),allpurpose flour (see cooks note),"""20581"""
5118,5420,1/2 teaspoon baking powder,baking powder,"""18371"""
5119,5421,1/2 teaspoon fine salt,fine salt,"""02047"""
5120,5422,1 1/2 cups sugar,sugar,"""19335"""
5121,5423,1 large egg,egg,"""01123"""
5122,5424,1 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
5123,5425,1/2 cup plus 1 tablespoon confectioners sugar,plus confectioners sugar,"""19335"""
5124,5426,1 tablespoon milk,milk,"""01077"""
5125,5428,1 can (14.5 ounces) diced tomatoes,( ounces) diced tomatoes,"""11529"""
5126,5429,1/2 cup Onion and Garlic Mix,onion and garlic mix,"""11282"""
5127,5430,4 chipotle chiles finely diced,chipotle chiles finely diced,"""11819"""
5128,5431,1/4 teaspoon salt,salt,"""02047"""
5129,5432,3 corn tortillas halved,corn tortillas halved,"""18363"""
5130,5433,3/4 cup Broccoli and Red Bell Pepper Mix,broccoli and red bell pepper mix,"""11090"""
5131,5434,1 cup Lime Shrimp,lime shrimp,"""15270"""
5132,5435,1 cup 75% shredded fat-free cheddar (4 ounces),cup% shredded fatfree cheddar ( ounces),"""01168"""
5133,5436,1 (9-ounce) jar mango chutney (such as Major Greys) any large pieces chopped,(ounce) jar mango chutney (such as major greys) any pieces chopped,"""19297"""
5134,5437,1/2 cup chopped red onion,chopped red onion,"""11282"""
5135,5438,1/4 cup chopped fresh cilantro,chopped fresh cilantro,"""11165"""
5136,5439,1 tablespoon Dijon mustard plus additional for serving,dijon mustard plus additional for,"""02046"""
5137,5440,8 beef hot dogs,beef hot dogs,"""13357"""
5138,5441,8 hot dog buns opened,hot dog buns opened,"""18350"""
5139,5442,2 cups rolled oats,rolled oats,"""08120"""
5140,5443,4 egg whites,egg whites,"""01124"""
5141,5444,1 teaspoon cinnamon,cinnamon,"""02010"""
5142,5445,Vegetable oil cooking spray,vegetable oil cooking spray,"""04513"""
5143,5446,1/2 cup unsweetened applesauce,unsweetened applesauce,"""09019"""
5144,5447,1/2 cup sliced strawberries,sliced strawberries,"""09316"""
5145,5448,1 cup white sugar,white sugar,"""19335"""
5146,5449,1/2 cup good quality Cocoa Powder,good quality cocoa powder,"""19165"""
5147,5450,4-ounces unsalted butter,unsalted butter,"""01145"""
5148,5451,1 cup dark rum,dark rum,"""14050"""
5149,5452,1 cup heavy cream,heavy cream,"""01053"""
5150,5453,1 tablespoon vanilla extract,vanilla extract,"""02050"""
5151,5454,1/2 cup vegetable oil,vegetable oil,"""04513"""
5152,5456,Sugar,sugar,"""19335"""
5153,5457,Ground cinnamon,ground cinnamon,"""02010"""
5154,5458,2 ripe bananas,ripe bananas,"""09040"""
5155,5459,1 ripe pineapple,ripe pineapple,"""09266"""
5156,5460,1 cup sugar,sugar,"""19335"""
5157,5461,1 cup amber rum,amber rum,"""14037"""
5158,5462,1 cup heavy cream and 1 tablespoon confectioners sugar whipped to soft peaks,heavy cream and confectioners sugar whipped to soft peaks,"""01053"""
5159,5463,1 can Coco Lopez,coco lopez,"""12115"""
5160,5464,1 can unsweetened coconut milk,unsweetened coconut milk,"""12117"""
5161,5465,1 can water,water,"""14411"""
5162,5466,2 tablespoons lime juice,lime juice,"""09160"""
5163,5467,1 package (8 oz.) reduced-fat cream cheese softened,package ( oz) reducedfat cream cheese softened,"""43274"""
5164,5468,1/3 cup sugar,sugar,"""19335"""
5165,5469,4 eggs divided,eggs divided,"""01123"""
5166,5470,1 package (18.25 oz.) chocolate fudge cake mix,package ( oz) chocolate fudge cake mix,"""18144"""
5167,5471,1 1/4 cups water,water,"""14411"""
5168,5472,1/2 cup vegetable oil,vegetable oil,"""04513"""
5169,5474,4 cups water,water,"""14411"""
5170,5475,3/4 cup coarsely chopped onion,coarsely chopped onion,"""11282"""
5171,5476,1/2 cup coarsely chopped carrot,coarsely chopped carrot,"""11124"""
5172,5477,2 garlic cloves peeled,garlic cloves peeled,"""11215"""
5173,5480,1 bay leaf,bay leaf,"""02004"""
5174,5481,1/2 teaspoon whole black peppercorns,whole black peppercorns,"""02030"""
5175,5482,1/4 cup olive oil,olive oil,"""44005"""
5176,5484,1/2 teaspoon salt,salt,"""02047"""
5177,5485,1/2 teaspoon black pepper,black pepper,"""02030"""
5178,5486,1/2 teaspoon garlic salt,garlic salt,"""02020"""
5179,5487,1/2 teaspoon seasoned salt,seasoned salt,"""02047"""
5180,5488,1 cup all-purpose flour,allpurpose flour,"""20581"""
5181,5489,6 cloves garlic smashed,cloves garlic smashed,"""11215"""
5182,5490,2 carrots peeled and diced small,carrots peeled and diced,"""11124"""
5183,5491,2 stalks celery diced small,stalks celery diced,"""11143"""
5184,5492,1 Vidalia onion diced small,vidalia onion diced,"""11294"""
5185,5493,1 cup red wine,red wine,"""14096"""
5186,5494,2 cups chicken stock,chicken stock,"""06172"""
5187,5495,2 cups veal stock or beef stock,veal stock or beef stock,"""06170"""
5188,5496,2 cups water,water,"""14411"""
5189,5497,One 14.5-ounce can peeled plum tomatoes,oneounce peeled plum tomatoes,"""11529"""
5190,5498,2 tablespoons Worcestershire sauce,worcestershire sauce,"""06971"""
5191,5499,6 medium red potatoes diced small with skin on,red potatoes diced with skin on,"""11352"""
5192,5500,Three Cheese Polenta recipe follows,three cheese polenta follows,"""20020"""
5193,5501,4 1/2 cups water,water,"""14411"""
5194,5502,1 cup finely ground polenta,finely ground polenta,"""20020"""
5195,5503,Salt,salt,"""02047"""
5196,5504,1/4 cup shredded Gruyere cheese,shredded gruyere cheese,"""01023""]"
5197,5505,1/4 cup shredded Parmesan cheese,shredded parmesan cheese,"""01033"""
5198,5506,1/4 cup mild Cheddar cheese,mild cheddar cheese,"""01270"""
5199,5507,1/4 cup unsalted butter,unsalted butter,"""01145"""
5200,5508,Black pepper,black pepper,"""02030"""
5201,5509,1 1/2 cups allpurpose flour,allpurpose flour,"""20481"""
5202,5510,1 tablespoon sugar,sugar,"""19335"""
5203,5511,1/2 teaspoon salt,salt,"""02047"""
5204,5512,1 teaspoon baking soda,baking soda,"""18372"""
5205,5513,1 teaspoon baking powder,baking powder,"""18371"""
5206,5514,1 large egg,egg,"""01123"""
5207,5515,1 cup buttermilk,buttermilk,"""01230"""
5208,5516,1/4 cup whole milk,whole milk,"""01077"""
5209,5517,1 tablespoon melted unsalted butter,melted unsalted butter,"""01145"""
5210,5518,About 3 tablespoons unsalted butter,about unsalted butter,"""01145"""
5211,5520,One 1 pound salmon fillet about 1-inch thick,one salmon fillet aboutinch thick,"""15238"""
5212,5521,5 thin slices smoky bacon,thin smoky bacon,"""10123"""
5213,5522,1 cup diced fresh shiitake mushrooms very firmly packed,diced fresh shiitake mushrooms very firmly packed,"""11238"""
5214,5523,1 teaspoon finely minced garlic,finely minced garlic,"""11215"""
5215,5524,2 tablespoons minced parsley,minced parsley,"""11297"""
5216,5525,2 tablespoons Chinese Oyster sauce,chinese oyster sauce,"""06176"""
5217,5526,Pinch of freshly grated nutmeg,pinch of freshly grated nutmeg,"""02025"""
5218,5527,4 large green apples,green apples,"""09502"""
5219,5528,2 tablespoons butter,butter,"""01001"""
5220,5529,3 tablespoons brown sugar,brown sugar,"""19334"""
5221,5530,1/2 teaspoon ground cinnamon,ground cinnamon,"""02010"""
5222,5531,A pinch ground cloves or 1 whole clove,a ground cloves or whole clove,"""02011"""
5223,5532,1 pint vanilla ice cream,vanilla ice cream,"""19095"""
5224,5533,1 spray container whipped cream,spray container whipped cream,"""01054"""
