,original_text,NDB_ID,Description
44,Granulated sugar for garnish,"""19335""","sugars, granulated"
45,2 cups heavy cream,"""01053""","cream, fluid, heavy whipping"
46,2 cups whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
47,2 vanilla beans split and scraped,"""02050""",vanilla extract
48,12 egg yolks,"""01125""","egg, yolk, raw, fresh"
49,1 cup granulated sugar,"""19335""","sugars, granulated"
50,1 tablespoon vanilla extract,"""02050""",vanilla extract
51,1 cup plus 2 tablespoons vegetable oil,"""04513""","vegetable oil, palm kernel"
52,1/2 cup thinly sliced shallot,"""11677""","shallots, raw"
53,1/3 cup thinly sliced garlic,"""11215""","garlic, raw"
54,1/4 cup tamarind (from a pliable block),"""09437""","tamarind nectar, canned"
55,1/2 cup warm water,"""14411""","beverages, water, tap, drinking"
56,3 tablespoons Asian fish sauce (preferably naam pla),"""06179""","sauce, fish, ready-to-serve"
57,3 tablespoons rice vinegar,"""02068""","vinegar, red wine"
58,1 1/2 tablespoons firmly packed brown sugar,"""19334""","sugars, brown"
59,1/4 cup water,"""14411""","beverages, water, tap, drinking"
60,3/4 pound dried flat rice noodles (about 1/4 to 1/2 inch wide),"""20053""","rice, white, short-grain, enriched, cooked"
61,1 small onion sliced thin,"""11282""","onions, raw"
62,1 small red bell pepper cut into thin strips,"""11821""","peppers, sweet, red, raw"
63,3/4 pint vine-ripened cherry tomatoes quartered,"""11529""","tomatoes, red, ripe, raw, year round average"
64,1/4 cup thinly sliced fresh Thai basil leaves or Italian basil leaves,"""02044""","basil, fresh"
65,1/4 cup chopped fresh coriander,"""11165""","coriander (cilantro) leaves, raw"
66,2 tablespoons canola oil,"""04582""","oil, canola"
67,4 ounces Mexican chorizo (ground),"""02030""","spices, pepper, black"
68,1 small jalapeno sliced with seeds,"""11979""","peppers, jalapeno, raw"
69,1 1/2 tablespoons butter,"""01001""","butter, salted"
70,3 large eggs,"""01123""","egg, whole, raw, fresh"
71,2 tablespoons finely chopped fresh cilantro,"""11165""","coriander (cilantro) leaves, raw"
72,Salt and freshly ground black pepper,"""02030""","spices, pepper, black"
73,1/2 cup grated Monterey Jack cheese,"""01025""","cheese, monterey"
74,One 12-inch flour tortilla,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
0,3 medium tomatoes peeled seeded and chopped (about 3 cups),"""11529""","tomatoes, red, ripe, raw, year round average"
1,1 large cucumber peeled seeded and chopped (about 2 cups),"""11205""","cucumber, with peel, raw"
2,1 red bell pepper chopped (about 1 cup),"""11821""","peppers, sweet, red, raw"
3,1 medium onion chopped (about 11/4 cups),"""11282""","onions, raw"
4,3 cups canned tomato juice,"""11885""","tomatoes, red, ripe, canned, packed in tomato juice, no salt added"
5,2 tablespoons fresh herbs (such as tarragon thyme or parsley) chopped,"""11297""","parsley, fresh"
6,1/4 cup red wine vinegar,"""02053""","vinegar, distilled"
7,2 cloves garlic peeled and finely chopped,"""11215""","garlic, raw"
8,2 tablespoons tomato paste,"""11546""","tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)"
9,Juice of 1/2 a lemon,"""09152""","lemon juice, raw"
10,Kosher salt,"""02047""","salt, table"
11,Cayenne pepper,"""02031""","spices, pepper, red or cayenne"
12,1 cup croutons to garnish,"""18242""","croutons, plain"
13,4 teaspoons olive oil,"""44005""","oil, corn, peanut, and olive"
14,12 medium-size garlic cloves crushed,"""11215""","garlic, raw"
15,1 cup dry vermouth,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
16,2 cups diced tomatoes,"""11529""","tomatoes, red, ripe, raw, year round average"
17,1 1/2 pounds large shrimp shelled and deveined,"""15270""","crustaceans, shrimp, raw"
18,1 cup chopped fresh parsley,"""11297""","parsley, fresh"
19,Several drops hot pepper sauce,"""06168""","sauce, ready-to-serve, pepper or hot"
20,Salt and freshly ground black pepper to taste,"""02030""","spices, pepper, black"
21,1 pound fresh asparagus,"""11011""","asparagus, raw"
22,1 tablespoon plus 1 teaspoon olive oil,"""44005""","oil, corn, peanut, and olive"
23,Salt and freshly ground black pepper to taste,"""02030""","spices, pepper, black"
24,8 cups washed ready-to-eat Italian-style salad greens,"""11253""","lettuce, green leaf, raw"
25,1 tablespoon plus 1 teaspoon no-sugar-added oil and vinegar dressing,"""44005""","oil, corn, peanut, and olive"
26,Salt and freshly ground black pepper to taste,"""02030""","spices, pepper, black"
27,8 tablespoons (1 stick) unsalted butter divided,"""01145""","butter, without salt"
28,2 cups peeled and 1/2-inch diced boiling potatoes (4 potatoes),"""11352""","potatoes, flesh and skin, raw"
29,8 extra-large eggs,"""01123""","egg, whole, raw, fresh"
30,15 ounces ricotta cheese,"""01036""","cheese, ricotta, whole milk"
31,3/4 pound Gruyere cheese grated,"""01023""","cheese, gruyere"
32,1/2 teaspoon kosher salt,"""02047""","salt, table"
33,1/2 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
34,3/4 cup chopped fresh basil leaves,"""02044""","basil, fresh"
35,1/3 cup flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
36,3/4 teaspoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
37,2 cups cranberry juice,"""43382""","cranberry juice, unsweetened"
38,1 (6-ounce) bag sweetened dried cranberries,"""09079""","cranberries, dried, sweetened (includes foods for usda's food distribution program)"
39,1 cinnamon stick broken in half,"""02010""","spices, cinnamon, ground"
40,1 cup sugar,"""19335""","sugars, granulated"
41,2 Gala apples peeled cored and diced,"""09503""","apples, raw, gala, with skin (includes foods for usda's food distribution program)"
42,2 teaspoons corn starch,"""20027""",cornstarch
0,One 64-ounce container cranberry juice cocktail chilled,"""14242""","cranberry juice cocktail, bottled"
1,One 12-ounce can frozen orange juice concentrate thawed,"""09215""","orange juice, frozen concentrate, unsweetened, diluted with 3 volume water"
2,One 12-ounce can frozen pink lemonade concentrate thawed,"""14543""","beverages, lemonade, frozen concentrate, pink, prepared with water"
3,2 cups brandy,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
4,1 bottle extra-dry sparkling wine or Champagne chilled,"""14106""","alcoholic beverage, wine, table, white"
5,4 cups ice cubes,"""14411""","beverages, water, tap, drinking"
6,1 1/2 pounds bottom round trimmed,"""23327""","beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw"
7,3 yellow onions small dice,"""11294""","onions, sweet, raw"
8,3 large carrots peeled and diced,"""11124""","carrots, raw"
9,3 stalks celery small dice,"""11143""","celery, raw"
10,3 tablespoons garlic minced,"""11215""","garlic, raw"
11,1 pound ground chicken,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
12,Salt and freshly ground black pepper,"""02030""","spices, pepper, black"
13,1/2 cup dry bread crumbs,"""18079""","bread, crumbs, dry, grated, plain"
14,1 egg beaten,"""01123""","egg, whole, raw, fresh"
15,4 dill pickles,"""11937""","pickles, cucumber, dill or kosher dill"
16,2 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
17,1 bunch parsley chopped,"""11297""","parsley, fresh"
18,3 cups red wine,"""14096""","alcoholic beverage, wine, table, red"
19,1 cup Port,"""14096""","alcoholic beverage, wine, table, red"
20,Fresh thyme,"""02049""","thyme, fresh"
21,1 cup veal stock,"""06170""","soup, stock, beef, home-prepared"
22,2 cups chicken stock,"""06172""","soup, stock, chicken, home-prepared"
23,4 tablespoons butter,"""01001""","butter, salted"
24,1 boned pork roast about 3 pounds/1.5 kilograms,"""10083""","pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted"
25,4 to 6 cloves garlic peeled and cut into slivers,"""11215""","garlic, raw"
26,Kosher salt and freshly ground black pepper,"""02030""","spices, pepper, black"
27,2 tablespoons butter,"""01001""","butter, salted"
28,1 onion cut in half,"""11282""","onions, raw"
29,1 carrot cut in half,"""11124""","carrots, raw"
30,2 bay leaves,"""02004""","spices, bay leaf"
31,2 large branches fresh rosemary,"""02063""","rosemary, fresh"
32,4 cups/1 liter whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
33,A generous handful chopped fresh chives and/or fresh parsley for garnish,"""11297""","parsley, fresh"
34,3 large eggs,"""01123""","egg, whole, raw, fresh"
35,3 tablespoons red wine vinegar,"""02053""","vinegar, distilled"
36,Kosher salt and freshly ground pepper,"""02047""","salt, table"
37,1/4 cup extra-virgin olive oil plus more for drizzling,"""44005""","oil, corn, peanut, and olive"
38,4 Italian rolls or other soft rolls halved,"""18033""","bread, italian"
39,1 medium bunch arugula or 2 cups spring salad mix,"""11959""","arugula, raw"
40,1 large tomato thinly sliced,"""11529""","tomatoes, red, ripe, raw, year round average"
41,1/4 small red onion thinly sliced,"""11282""","onions, raw"
42,1 cup jarred artichoke hearts well drained and sliced,"""11007""","artichokes, (globe or french), raw"
43,2 6-ounce cans oil-packed tuna,"""15127""","fish, tuna, fresh, yellowfin, raw"
44,4 to 8 anchovy fillets drained (optional),"""15001""","fish, anchovy, european, raw"
45,1/2 cup nicoise or kalamata olives pitted and chopped,"""09195""","olives, pickled, canned or bottled, green"
46,4 medium radishes thinly sliced,"""11429""","radishes, raw"
47,6 tablespoons bottled teriyaki sauce,"""06112""","sauce, teriyaki, ready-to-serve"
48,1 to 1 1/2 teaspoons wasabi paste (horseradish paste),"""27064""",wasabi
49,12 sea scallops,"""15172""","mollusks, scallop, mixed species, raw"
50,8 whole green onions,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
51,Sesame seeds,"""12023""","seeds, sesame seeds, whole, dried"
0,1 pound ramps,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
1,1/4 cup (1/2 stick) unsalted butter,"""01145""","butter, without salt"
2,Kosher salt freshly ground pepper,"""02047""","salt, table"
3,1 tablespoon distilled white vinegar,"""02053""","vinegar, distilled"
4,4 large eggs,"""01123""","egg, whole, raw, fresh"
5,"4 1/2""""-thick slices country-style bread","""18033""","bread, italian"
6,2 tablespoons olive oil plus more for drizzling,"""44005""","oil, corn, peanut, and olive"
7,4 ounces fresh goat cheese room temperature,"""01159""","cheese, goat, soft type"
8,Flaky sea salt (such as Maldon),"""02047""","salt, table"
9,1 1/2 cups well-stirred canned unsweetened coconut milk,"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
10,1 tablespoon soy sauce,"""16124""",soy sauce made from soy (tamari)
11,1 1/2 teaspoon curry powder,"""02015""","spices, curry powder"
12,3/4 teaspoon ground coriander seeds,"""02013""","spices, coriander seed"
13,2 teaspoons cornstarch,"""20027""",cornstarch
14,1 whole skinless boneless chicken breast (about 3/4 pound),"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
15,3/4 cup salted dry-roasted peanuts ground fine in a food processor,"""16087""","peanuts, all types, raw"
16,1 teaspoon fresh lime juice,"""09160""","lime juice, raw"
17,1/8 teaspoon dried hot red pepper flakes or to taste,"""02031""","spices, pepper, red or cayenne"
18,1 teaspoon minced fresh coriander sprigs,"""11165""","coriander (cilantro) leaves, raw"
19,1/2 cup whole-grain breadcrumbs,"""18079""","bread, crumbs, dry, grated, plain"
20,2 tbsp grated Parmesan,"""01033""","cheese, parmesan, hard"
21,2 tsp grated lemon zest,"""09156""","lemon peel, raw"
22,1/2 tsp paprika,"""02028""","spices, paprika"
23,1/4 tsp salt,"""02047""","salt, table"
24,3 tbsp fresh lemon juice,"""09152""","lemon juice, raw"
25,Vegetable-oil cooking spray,"""04679""","oil, pam cooking spray, original"
26,4 boneless skinless chicken breasts (about 5 oz each),"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
27,1 tbsp extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
28,1 1/2 cups Italian bread crumbs eyeball it,18376,"bread, crumbs, dry, grated, plain"
0,2 (1/2-inch) center cut pork chops,"""10164""","pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw"
1,Peanut or olive oil,"""44005""","oil, corn, peanut, and olive"
2,2 carrots,"""11124""","carrots, raw"
3,Fresh thyme,"""02049""","thyme, fresh"
4,Olive oil,"""44005""","oil, corn, peanut, and olive"
5,Salt and pepper,"""02047""","salt, table"
0,1 (2 pound) bone-in turkey breast,"""05192""","turkey, all classes, breast, meat and skin, cooked, roasted"
1,Kosher salt and freshly ground black pepper,"""02030""","spices, pepper, black"
2,1 teaspoon dried thyme,"""02042""","spices, thyme, dried"
3,1/4 cup cider vinegar,"""02048""","vinegar, cider"
4,1/4 cup white wine vinegar,"""02053""","vinegar, distilled"
5,1/4 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
6,1 tablespoon poppy seeds,"""02033""","spices, poppy seed"
7,8 slices bacon,"""10123""","pork, cured, bacon, unprepared"
8,1/2 cup water,"""14411""","beverages, water, tap, drinking"
9,1 head iceberg lettuce outer leaves removed cored quartered and shredded,"""11252""","lettuce, iceberg (includes crisphead types), raw"
10,4 (6-inch) hero rolls or 8 thick slices sourdough bread,"""18029""","bread, french or vienna (includes sourdough)"
11,1 avocado peeled pitted quartered and cut into slices,"""09038""","avocados, raw, california"
12,1 green apple washed cored halved and cut into thin slices,"""09502""","apples, raw, granny smith, with skin (includes foods for usda's food distribution program)"
13,12 carrots sliced,"""11124""","carrots, raw"
14,2 onions sliced,"""11282""","onions, raw"
15,2 tablespoons extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
16,3 cloves garlic minced,"""11215""","garlic, raw"
17,Vegetable stock,"""06615""","soup, swanson, vegetable broth"
18,Juice 1/2 a lemon,"""09152""","lemon juice, raw"
19,Sea salt to taste,"""02047""","salt, table"
20,2 teaspoons chopped fresh thyme,"""02049""","thyme, fresh"
21,2 teaspoons Hungarian sweet paprika,"""02028""","spices, paprika"
22,2 teaspoons coarse kosher salt,"""02047""","salt, table"
23,2 teaspoons freshly ground black pepper,"""02030""","spices, pepper, black"
24,1 teaspoon dry mustard,"""02024""","spices, mustard seed, ground"
25,1 teaspoon (packed) golden brown sugar,"""19334""","sugars, brown"
26,1 4-pound boneless grass-fed beef chuck roast tied,"""13786""","beef, chuck eye roast, boneless, america's beef roast, separable lean and fat, trimmed to 0"" fat, all grades, raw"
27,6 ounces slab bacon cut crosswise into 1/4-inch-thick slices then into 1x1/2-inch rectangles,"""10123""","pork, cured, bacon, unprepared"
28,2 cups dry red wine,"""14096""","alcoholic beverage, wine, table, red"
29,1/2 cup low-salt chicken broth,"""06970""","soup, chicken broth, low sodium, canned"
30,2 large onions thinly sliced,"""11282""","onions, raw"
31,12 small shallots peeled,"""11677""","shallots, raw"
32,12 garlic cloves peeled,"""11215""","garlic, raw"
33,3 bay leaves,"""02004""","spices, bay leaf"
34,4 large carrots (about 1 pound) peeled cut into 1-inch pieces,"""11124""","carrots, raw"
35,3 medium parsnips (about 12 ounces) peeled cut into 1-inch pieces,"""11298""","parsnips, raw"
36,1 small celery root peeled cut into 1-inch cubes,"""11143""","celery, raw"
37,12 to 15 fresh spearmint leaves (no stems) plus a sprig for garnish,"""02064""","peppermint, fresh"
38,1 teaspoon superfine sugar,"""19335""","sugars, granulated"
39,2 ounces bourbon,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
40,Ice cubes,"""14411""","beverages, water, tap, drinking"
41,1 ounce club soda,"""14121""","beverages, carbonated, club soda"
42,3 egg whites beaten,"""01124""","egg, white, raw, fresh"
43,2 cloves garlic minced,"""11215""","garlic, raw"
44,2 teaspoons fresh lemon juice,"""09152""","lemon juice, raw"
45,1 teaspoon red chili powder,"""02009""","spices, chili powder"
46,Olive oil for sauteing,"""44005""","oil, corn, peanut, and olive"
47,Salt,"""02047""","salt, table"
