,Description,NDB_NO_tags
7404,2.0 pounds zucchini ,"""11477"""
7405,10.0 whole kalamata olives,"""09193"""
7406,4.0 whole garlic cloves,"""11215"""
7407,2.0 teaspoons olive oil,"""44005"""
7408,1.0 whole yellow twisted licorice,"""19112"""
7409,10.0 whole jelly beans,"""19108"""
7410,2.66666666667 cups sugar,"""19335"""
7411,1.0 cup unsalted butter,"""01145"""
7412,2.0 whole eggs,"""01123"""
7413,2.0 whole egg yolks,"""01125"""
7414,0.666666666667 cup milk,"""01077"""
7415,0.666666666667 cup water,"""14411"""
7416,2.5 teaspoons pure vanilla extract,"""02050"""
7417,2.66666666667 cups all-purpose flour,"""20581"""
7418,1.33333333333 cups cake flour,"""20084"""
7419,4.0 teaspoons baking powder,"""18371"""
7420,0.5 teaspoon salt,"""02047"""
7421,3.0 pound confectioners sugar,"""19335"""
7422,1.0 cup water,"""14411"""
7423,5.0 tablespoons light corn syrup,"""19350"""
7424,1.0 tablespoon pure vanilla extract,"""02050"""
7425,2.0 cups sweetened shredded coconut,"""12179"""
7426,2.0 tbsp. extra virgin olive oil,"""04708"""
7427,0.5 whole yellow onion,"""11294"""
7428,1.0 tbsp. garlic,"""11215"""
7429,1.0 tsp. dried oregano,"""02027"""
7430,1.0 tsp. dried thyme,"""02042"""
7431,1.0 tsp. cornstarch,"""20027"""
7432,1.0 cup white wine,"""14106"""
7433,2.8 oz Chicken Bouillon,"""06080"""
7434,1.0 tsp. sugar,"""19335"""
7435,12 oz cannellini beans ,"""16032"""
7436,12 oz red kidney beans ,"""16032"""
7437,3 cups spinach fettuccine,"""20095"""
7438,1 tablespoon fresh thyme leaves ,"""02049"""
7439,3.0 tablespoons duck fat ,"""04542"""
7440,4 pound chicken,"""05011"""
7441,1 teaspoon salt,"""02047"""
7442,1 teaspoon black pepper,"""02030"""
7443,0.5 cup shallots,"""11677"""
7444,1.0 pound fresh morel mushrooms,"""11240"""
7445,1.0 cup dry white wine,"""14106"""
7446,1.0 cup low-salt chicken stock,"""06172"""
7447,0.5 cup heavy whipping cream,"""01053"""
7448,.5 tablespoon cooking spray,"""04679"""
7449,2.0 pounds jumbo shrimp ,"""15270"""
7450,1 teaspoon salt,"""02047"""
7451,1 teaspoon black pepper,"""02030"""
7452,12 oz coconut milk,"""12117"""
7453,1.0 tablespoon sugar,"""19335"""
7454,1.0 teaspoon curry powder,"""02015"""
7455,0.25 teaspoon ground ginger,"""02021"""
7456,2.0 tablespoons cilantro leaves,"""11165"""
7457,12.0 ounces somen noodles,"""20116"""
7458,1.0 tablespoon reduced-sodium soy sauce,"""16425"""
7459,2.0 teaspoons sesame oil,"""04058"""
7460,0.333333333333 cup peanuts,"""16087"""
7461,4.0 ounces goat cheese,"""01159"""
7462,2.0 whole eggs,"""01123"""
7463,0.5 cup yellow cornmeal,"""20020"""
7464,4.25 slices pancetta,"""10123"""
7465,1.0 whole onion,"""11282"""
7466,1.25 whole pound butternut squash,"""11485"""
7467,4.5 cups chicken broth,"""06194"""
7468,2.0 teaspoons canned chipotle chilies,"""11819"""
7469,16 ounce frozen sweet white corn,"""11900"""
7470,2.0 tablespoons olive oil,"""44005"""
7471,2.0 teaspoons fresh sage,"""02038"""
7472,4.0 whole chicken breast no skin,"""05062"""
7473,0.5 teaspoon garlic powder,"""02020"""
7474,0.25 teaspoon ground black pepper,"""02030"""
7475,1.0 tablespoon butter,"""01001"""
7476,1.75 cups swanson® chicken stock,"""06172"""
7477,0.5 teaspoon dried thyme leaves,"""02042"""
7478,1.5 cups uncooked quick-cooking brown rice,"""20651"""
7479,1.0 cup frozen peas,"""11312"""
7480,2.0 tablespoons parmesan cheese,"""01033"""
7481,2.0 whole vanilla beans,"""02050"""
7482,3.0 cups heavy cream,"""01053"""
7483,1.0 cup whole milk,"""01077"""
7484,1.5 cups sugar,"""19335"""
7485,3.0 whole eggs,"""01123"""
7486,2.0 tablespoons olive oil,"""44005"""
7487,1.0 whole onion,"""11282"""
7488,2.0 whole garlic cloves,"""11215"""
7489,1.0 teaspoon ground cumin,"""02014"""
7490,2.0 cups chicken broth,"""06194"""
7491,4.0 cups water,"""14411"""
7492,1.0 whole bunch fresh cilantro,"""11165"""
7493,12 oz thawed frozen corn kernels,"""11913"""
7494,12 oz black beans ,"""16014"""
7495,1.0 tablespoons lime juice,"""09160"""
7496,1 teaspoon salt,"""02047"""
7497,1 teaspoon black pepper,"""02030"""
7498,1 teaspoon black pepper,"""02030"""
7499,0.25 cup sour cream regular,"""01056"""
7500,2.0 tablespoons pimento cut into strips,"""01043"""
7501,6.0 tablespoons soybean oil,"""04531"""
7502,1.0 whole onion,"""11282"""
7503,4.0 whole jalapeno peppers stemmed,"""11979"""
7504,1.0 tablespoon salt,"""02047"""
7505,1.0 tablespoon dry mustard powder,"""02024"""
7506,0.5 tablespoon black pepper,"""02030"""
7507,0.5 tablespoon cayenne pepper,"""02031"""
7508,0.5 teaspoon garlic salt,"""02020"""
7509,0.5 cup brown sugar,"""19334"""
7510,0.75 cup cider vinegar,"""02048"""
7511,3.0 cups ketchup,"""11935"""
7512,0.5 cup molasses,"""19304"""
7513,0.5 cup worcestershire sauce,"""06971"""
7514,1.0 cup water,"""14411"""
7515,4.5 pounds filet mignon,"""23372"""
7516,2.0 tablespoons rosemary ,"""02063"""
7517,1.0 tablespoon garlic,"""11215"""
7518,2.0 teaspoons cracked black pepper,"""02030"""
7519,1.5 teaspoons kosher salt,"""02047"""
7520,0.666666666667 cup shallots,"""11677"""
7521,0.666666666667 tablespoons madeira,"""14096"""
7522,1.5 teaspoons rosemary ,"""02063"""
7523,1.0 whole bay leaf,"""02004"""
7524,3.0 cups beef stock,"""06170"""
7525,1.0 tablespoon tomato paste,"""11546"""
7526,2.0 tablespoons arrowroot,"""11697"""
7527,1.25 cups sugar,"""19335"""
7528,1.0 cup all-purpose flour,"""20581"""
7529,0.5 cup cocoa powder,"""19165"""
7530,1.0 teaspoon baking powder,"""18371"""
7531,1.0 teaspoon baking soda,"""18372"""
7532,4.0 tablespoons unsalted butter,"""01145"""
7533,1.0 teaspoon instant espresso,"""14214"""
7534,0.5 cup buttermilk,"""01230"""
7535,2.0 whole whole eggs,"""01123"""
7536,0.5 cup chocolate,"""19120"""
7537,0.5 cup heavy cream,"""01053"""
7538,1.0 teaspoon coffee liqueur,"""14414"""
7539,1 whole salted caramel buttercream,"""19074"""
7540,1.5 cups heavy cream,"""01053"""
7541,2.0 cups sugar,"""19335"""
7542,1.0 pinch sea salt,"""02047"""
7543,3.0 sticks unsalted butter,"""01145"""
7544,2.0 teaspoons fennel seeds,"""02018"""
7545,1.0 teaspoon red pepper flakes,"""02031"""
7546,2.0 tablespoons fresh marjoram; plus 4 sprigs divided,"""02023"""
7547,2.0 tablespoons fresh thyme; plus 4 sprigs divided,"""02049"""
7548,1.0 tablespoon kosher salt plus more,"""02047"""
7549,0.5 teaspoon ground black pepper plus more,"""02030"""
7550,6.0 tablespoons olive oil divided,"""44005"""
7551,1.5 pound chicken,"""05011"""
7552,1.0 whole lemon quartered,"""09150"""
7553,1.0 whole head of garlic halved crosswise,"""11215"""
7554,2.0 pounds yukon gold potatoes scrubbed halved,"""11352"""
7555,0.333333333333 cup unseasoned rice vinegar,"""02068"""
7556,0.333333333333 cup vegetable oil,"""04513"""
7557,1.0 tablespoon sriracha ,"""06631"""
7558,1.0 tablespoon toasted sesame oil,"""04058"""
7559,8.0 cups matchstick-size pieces mixed summer vegetables ,"""11583"""
7560,1 teaspoon salt,"""02047"""
7561,1 teaspoon black pepper,"""02030"""
7562,1 teaspoon black pepper,"""02030"""
7563,1 teaspoon ground pepper,"""02030"""
7564,8.0 ounces buckwheat soba,"""20114"""
7565,1.0 cup cilantro leaves with tender stems,"""11165"""
7566,3.0 whole scallions,"""11291"""
7567,1.0 tablespoon sesame seeds,"""12023"""
7568,4.0 ounces crimini mushrooms,"""11266"""
7569,2.0 cups warm water,"""14411"""
7570,1.0 teaspoon olive oil,"""44005"""
7571,4.0 ounces mixed wild ,"""11253"""
7572,2.0 cups chicken broth,"""06194"""
7573,1.0 cup tortellini stuffed with porcini,"""22901"""
7574,1 teaspoon salt,"""02047"""
7575,1 teaspoon black pepper,"""02030"""
7576,1 teaspoon black pepper,"""02030"""
7577,1.0 whole navel orange,"""09203"""
7578,4.0 tablespoons unsalted butter cut into 4 pieces,"""01145"""
7579,0.25 cup grand marnier,"""14037"""
7580,0.5 cup sugar,"""19335"""
7581,1.0 lb strawberries ,"""09316"""
7582,1 cup mascarpone,"""01017"""
7583,6.0 tablespoons sweet dessert wine ,"""14057"""
7584,6.0 tablespoons sugar,"""19335"""
7585,3.0 tablespoons lemon juice,"""09152"""
7586,1.0 tablespoon brandy,"""14037"""
7587,1.0 teaspoon lemon,"""09150"""
7588,1 pinch of ground nutmeg,"""02025"""
7589,1.0 cup whipping cream ,"""01053"""
7590,5 whole raspberries,"""09302"""
7591,1.0 tablespoon coconut oil,"""04047"""
7592,1.0 whole red onion,"""11282"""
7593,1.33333333333 whole zucchini,"""11477"""
7594,1.33333333333 whole eggplant,"""11209"""
7595,1.0 sprig of thyme,"""02049"""
7596,1.0 tablespoon tomato paste,"""11546"""
7597,2.0 teaspoons balsamic vinegar,"""02069"""
7598,2.0 whole salmon fillets,"""15238"""
7599,1.0 cup unsalted butter,"""01145"""
7600,1.0 cup light brown sugar,"""19334"""
7601,1.0 cup granulated sugar,"""19335"""
7602,2.0 whole eggs,"""01123"""
7603,1.0 teaspoon pure vanilla extract,"""02050"""
7604,3.0 cups old-fashioned rolled oats,"""08402"""
7605,1.0 cup all-purpose flour,"""20581"""
7606,0.5 cup wheat germ,"""20078"""
7607,1.0 teaspoon baking soda,"""18372"""
7608,1.0 teaspoon baking powder,"""18371"""
7609,1.5 cups mixed dried fruits ,"""09032"""
7610,2.0 pounds ground beef ,"""23572"""
7611,1 teaspoon salt,"""02047"""
7612,1 teaspoon black pepper,"""02030"""
7613,1 teaspoon black pepper,"""02030"""
7614,0.25 cup dijon mustard,"""02046"""
7615,3.0 tablespoons soy sauce,"""16124"""
7616,1.0 teaspoon sugar,"""19335"""
7617,6.0 slices swiss cheese,"""01040"""
7618,8.0 ounces cremini mushrooms,"""11266"""
7619,2.0 teaspoons fresh thyme leaves,"""02049"""
7620,2.0 whole cloves garlic,"""11215"""
7621,6.0 whole yeasty buns,"""28288"""
7622,20.0 whole amaretti cookies,"""18204"""
7623,0.5 cup butter softened,"""01145"""
7624,0.333333333333 cup superfine sugar,"""19335"""
7625,0.333333333333 cup cocoa powder,"""19165"""
7626,0.333333333333 cup almonds,"""12061"""
7627,1.0 tablespoon extra-virgin olive oil,"""44005"""
7628,5.5 cups 2 x 1/2 x 1/2-inch sticks assorted root vegetables ,"""11298"""
7629,2.0 whole garlic cloves,"""11215"""
7630,2.5 tablespoons celery leaves divided,"""11143"""
7631,8.0 ounces penne rigate,"""20120"""
7632,0.75 cup parmesan cheese,"""01033"""
7633,1.0 tablespoon lemon,"""09150"""
7634,0.25 teaspoon ground nutmeg,"""02025"""
7635,3.0 slices bacon,"""10123"""
7636,3.0 whole corn,"""11167"""
7637,2.0 pounds heirloom tomatoes,"""11529"""
7638,1 teaspoon salt,"""02047"""
7639,1 teaspoon black pepper,"""02030"""
7640,1.0 sprig thyme,"""02049"""
7641,4.0 teaspoons white wine vinegar,"""02053"""
7642,1.0 tablespoon dijon mustard,"""02046"""
7643,3.0 tablespoons extra virgin olive oil,"""04708"""
7644,6.0 cups baby arugula,"""11959"""
7645,1.0 cup maple syrup,"""19353"""
7646,3.0 sprigs rosemary,"""02063"""
7647,2.0 cups spelt flour ,"""20140"""
7648,0.333333333333 cup poppy seeds,"""02033"""
7649,0.333333333333 cup sunflower seeds,"""12036"""
7650,1.0 teaspoon baking powder,"""18371"""
7651,0.5 teaspoon baking soda,"""18372"""
7652,0.5 teaspoon salt,"""02047"""
7653,2.25 cups low-fat buttermilk,"""01088"""
7654,2.0 whole eggs,"""01123"""
7655,2.0 tablespoons melted butter,"""01145"""
7656,1.0 tablespoon granulated sugar,"""19335"""
7657,0.333 cup orange juice,"""42270"""
7658,1 stick unsalted butter,"""01145"""
7659,1.0 pound dried pinto,"""16042"""
7660,1.0 pound italian sausage,"""07036"""
7661,1.0 tablespoon olive oil,"""44005"""
7662,2.0 cups onion,"""11282"""
7663,3.0 cups fennel bulb ,"""11957"""
7664,1.0 whole red bell pepper,"""11821"""
7665,1.0 teaspoon dried basil,"""02003"""
7666,1.0 teaspoon dried thyme,"""02042"""
7667,0.5 cup chicken broth,"""06194"""
7668,10 ounce canned artichoke hearts,"""11007"""
7669,0.5 cup parsley,"""11297"""
7670,1.0 cup fresh bread,"""18029"""
7671,1.0 cup parmesan,"""01033"""
7672,1.0 tablespoon unsalted butter,"""01145"""
7673,1.0 whole turkey,"""05165"""
7674,1 teaspoon salt,"""02047"""
7675,1 teaspoon black pepper,"""02030"""
7676,1.0 whole onion,"""11282"""
7677,1.0 whole head garlic,"""11215"""
7678,1 sprigs fresh thyme ,"""02049"""
7679,2.0 whole bay leaves,"""02004"""
7680,8.0 tablespoons unsalted butter,"""01145"""
7681,6.0 tablespoons unsalted butter,"""01145"""
7682,1.0 pound fresh sage sausage,"""07036"""
7683,1.0 whole onion,"""11282"""
7684,2.0 whole granny smith apples,"""09502"""
7685,1.0 ribs celery with leaves,"""11143"""
7686,0.5 teaspoon kosher salt,"""02047"""
7687,3.0 cups chicken broth,"""06194"""
7688,0.25 cup fresh parsley,"""11297"""
7689,0.5 cup whole walnut,"""12155"""
7690,2.0 whole eggs,"""01123"""
7691,1 cup fig leaves,"""11253"""
7692,0.25 cup creamy goat cheese,"""01159"""
7693,1 cup of grapes,"""09131"""
7694,1 whole fig preserves,"""19297"""
7695,1 whole english oat crackers,"""28292"""
7696,3.75 cups sugar,"""19335"""
7697,1.0 whole vanilla bean split lengthwise,"""02050"""
7698,2.0 pounds fresh ripe purple figs stems ,"""09089"""
7699,3.0 cups old-fashioned oats such as quaker,"""08402"""
7700,1.0 cup all-purpose flour,"""20581"""
7701,0.5 cup light brown sugar lightly packed,"""19334"""
7702,1.0 teaspoon kosher salt,"""02047"""
7703,0.5 pound cold unsalted butter 1/2-inch-diced,"""01145"""
7704,0.75 teaspoon baking soda,"""18372"""
7705,0.25 cup lukewarm water,"""14411"""
7706,1 teaspoon fleur de sel,"""02047"""
7707,1.0 tablespoon unsalted butter,"""01145"""
7708,1.0 tablespoon olive oil,"""44005"""
7709,1 whole onion,"""11282"""
7710,1 teaspoon salt,"""02047"""
7711,1 teaspoon black pepper,"""02030"""
7712,1 teaspoon black pepper,"""02030"""
7713,1.0 whole plum tomato halved,"""11529"""
7714,1.0 tablespoon canola oil ,"""04582"""
7715,1 teaspoon salt,"""02047"""
7716,1 teaspoon black pepper,"""02030"""
7717,1 teaspoon black pepper,"""02030"""
7718,0.5 cup hellmanns mayonnaise,"""04708"""
7719,2.0 whole cloves garlic,"""11215"""
7720,2.0 teaspoons fresh thyme leaves,"""02049"""
7721,1.5 cups gouda cheese,"""01022"""
7722,1 cup caramelized onions,"""11294"""
7723,8.125 slices prosciutto 1/8-inch thick,"""42128"""
7724,8.0 tablespoons unsalted butter at room temperature,"""01145"""
7725,1.0 cup heavy cream,"""01053"""
7726,0.25 cup confectioners sugar,"""19335"""
7727,2.0 tablespoons honey,"""19296"""
7728,1.0 teaspoon vanilla extract,"""02050"""
7729,0.25 cup sesame tahini,"""12698"""
7730,4.0 ounces brewed espresso,"""14210"""
7731,1.0 whole dried kombu,"""11445"""
7732,7.0 cups water,"""14411"""
7733,0.5 cup dried bonito shavings,"""15123"""
7734,2.0 tablespoons mirin,"""02068"""
7735,4.5 teaspoons tamari soy sauce,"""16124"""
7736,1.5 teaspoons rice vinegar,"""02068"""
7737,1.0 teaspoon sugar,"""19335"""
7738,0.75 teaspoon salt,"""02047"""
7739,5 teaspoons frozen pineapple-orange juice concentrate,"""14341"""
7740,1.0 tablespoon fresh ginger,"""11216"""
7741,6.0 teaspoons olive oil,"""44005"""
7742,10.0 whole green onions,"""11291"""
7743,16.0 ounce ahi tuna steaks,"""15127"""
7744,2.0 cups cooked brown rice,"""20041"""
7745,5.0 tablespoons low-sodium soy sauce,"""16424"""
7746,4.0 teaspoons toasted sesame oil,"""04058"""
7747,2.0 teaspoons honey,"""19296"""
7748,1.25 pounds skinless boneless chicken breasts cut into 3/4-inch chunks,"""05746"""
7749,6.0 teaspoons canola oil,"""04582"""
7750,2.0 whole scallions,"""11291"""
7751,1.0 tablespoon ginger,"""11216"""
7752,3.0 whole cloves garlic,"""11215"""
7753,1.25 cups low-sodium chicken broth,"""06970"""
7754,3.0 tablespoons sugar,"""19335"""
7755,3.0 teaspoons cornstarch,"""20027"""
7756,1.0 tablespoon rice vinegar,"""02068"""
7757,1.0 teaspoon chili paste,"""06961"""
7758,4.0 cups snow peas,"""11300"""
7759,2.0 tablespoons toasted sesame seeds,"""12023"""
7760,1.0 whole butternut squash,"""11485"""
7761,0.5 cup maple syrup,"""19353"""
7762,2.0 tablespoons chinese 5-spice powder,"""02031"""
7763,1.0 tablespoon coriander seed,"""02013"""
7764,2.0 tablespoons olive oil plus more for frying,"""04053"""
7765,0.5 whole walla walla onion,"""11294"""
7766,1.0 teaspoon red pepper flakes,"""02031"""
7767,2.0 cups chicken stock plus more if needed,"""06172"""
7768,1 teaspoon salt,"""02047"""
7769,1 teaspoon black pepper,"""02030"""
7770,1 teaspoon black pepper,"""02030"""
7771,1.0 whole bunch fresh sage,"""02038"""
7772,0.75 cup water,"""14411"""
7773,1.0 teaspoon sugar,"""19335"""
7774,1 ounce quick rising yeast,"""18375"""
7775,2.25 cups all-purpose flour,"""20581"""
7776,1.0 teaspoon salt,"""02047"""
7777,1.0 tablespoon olive oil,"""44005"""
7778,0.5 cup white onions,"""11282"""
7779,2.0 whole cloves garlic,"""11215"""
7780,2.0 tablespoons olive oil,"""44005"""
7781,2.0 cups heavy cream,"""01053"""
7782,2.0 cups pecorino cheese,"""01033"""
7783,1.0 cup parmesan,"""01033"""
7784,8.0 ounces oyster mushrooms,"""11987"""
7785,6.0 ounces crimini mushrooms stems,"""11266"""
7786,1.0 tablespoon olive oil,"""44005"""
7787,1 teaspoon salt,"""02047"""
7788,1 teaspoon black pepper,"""02030"""
7789,1 teaspoon black pepper,"""02030"""
7790,0.25 cup parmesan,"""01033"""
7791,3.0 tablespoons fresh chives,"""11156"""
7792,1.5 pounds boneless pork loin roast,"""10210"""
7793,1 teaspoon salt,"""02047"""
7794,1 teaspoon black pepper,"""02030"""
7795,1 teaspoon black pepper,"""02030"""
7796,3.0 tablespoons all-purpose flour,"""20581"""
7797,2.0 tablespoons extra-virgin olive oil,"""44005"""
7798,1.5 pounds white mushrooms quartered,"""11260"""
7799,0.666666666667 cup low-sodium chicken broth,"""06970"""
7800,0.5 cup dry marsala wine,"""14096"""
7801,0.333333333333 cup heavy cream,"""01053"""
7802,0.5 cup fresh parsley leaves,"""11297"""
7803,1.0 pound baby spinach,"""11457"""
7804,0.5 pound corn masa,"""20317"""
7805,7.5 ounces water,"""14411"""
7806,1.25 pounds chicken breast,"""05057"""
7807,0.75 ounces garlic,"""11215"""
7808,0.25 tablespoon salt,"""02047"""
7809,0.25 tablespoon pepper,"""02030"""
7810,1.5 ounces vegetable oil,"""04513"""
7811,0.375 ounces jalapeno pepper,"""11979"""
7812,0.25 whole ounce cilantro,"""11165"""
7813,0.5 teaspoon red chilies,"""11819"""
7814,4.0 ounces green tomatillos,"""11954"""
7815,0.5 whole onion,"""11294"""
7816,0.5 whole ounce cilantro,"""11165"""
7817,1.0 whole serrano pepper,"""11977"""
7818,1 teaspoon salt ,"""02047"""
7819,0.25 cup coarse-grain mustard,"""02046"""
7820,0.25 cup white-wine vinegar,"""02053"""
7821,0.666666666667 cup vegetable oil,"""04513"""
7822,3.0 tablespoons parsley,"""11297"""
7823,2.5 tablespoons bottled horseradish,"""02055"""
7824,2.5 tablespoons dill pickle,"""11937"""
7825,2.0 tablespoons scallion greens,"""11291"""
7826,2.0 teaspoons paprika ,"""02028"""
7827,1.5 teaspoons cayenne,"""02031"""
7828,2.25 teaspoons salt,"""02047"""
7829,1.0 teaspoon black pepper,"""02030"""
7830,3.0 lb shrimp,"""15270"""
7831,1.0 tablespoon vegetable oil,"""04513"""
7832,1.5 pounds 85 percent lean ground beef,"""23567"""
7833,1.0 whole onion,"""11282"""
7834,2.0 whole cloves garlic,"""11215"""
7835,2 sprigs thyme,"""02049"""
7836,2.0 tablespoons all-purpose flour,"""20581"""
7837,2.0 tablespoons tomato paste,"""11546"""
7838,2.0 cups beef stock,"""06170"""
7839,1.0 tablespoon worcestershire sauce,"""06971"""
7840,1.5 teaspoons soy sauce,"""16124"""
7841,1 teaspoon salt,"""02047"""
7842,1 teaspoon black pepper,"""02030"""
7843,10.0 ounces frozen mixed peas ,"""11312"""
7844,1.0 pound potato tots,"""11403"""
7845,0.5 cup shredded sharp yellow cheddar,"""01270"""
7846,2.0 pounds yukon gold potatoes scrubbed,"""11352"""
7847,1 teaspoon kosher salt,"""02047"""
7848,'0.333 cup olive oil,"""44005"""
7849,1.0 tablespoon fresh parsley,"""11297"""
7850,1.0 teaspoon fresh thyme,"""02049"""
7851,4.0 pints grape tomatoes,"""11529"""
7852,1.5 cups red onion,"""11282"""
7853,0.25 cup good white wine vinegar,"""02053"""
7854,6.0 tablespoons olive oil,"""44005"""
7855,1.0 tablespoon kosher salt,"""02047"""
7856,1.0 teaspoon ground black pepper,"""02030"""
7857,0.25 cup fresh basil leaves,"""02044"""
7858,0.25 cup fresh parsley leaves,"""11297"""
7859,1.5 pounds feta cheese,"""01019"""
7860,6 cups water,"""14411"""
7861,0.5 whole onion,"""11282"""
7862,2.0 whole carrots,"""11124"""
